x,y,z,yaw
-3.0,0.5,2.0,90.0
-3.0,0.51,2.0,90.0
-3.0,0.52,2.0,89.98
-3.0,0.53,2.0,89.96
-3.0,0.54,2.0,89.94
-3.0,0.55,2.0,89.9
-3.0,0.56,2.0,89.86
-3.0,0.57,2.0,89.8
-3.0,0.58,2.0,89.74
-3.0,0.59,2.0,89.68
-3.0,0.6,2.0,89.6
-3.0,0.61,2.0,89.52
-3.0,0.62,2.0,89.43
-3.0,0.63,2.0,89.33
-3.0,0.64,2.0,89.22
-3.0,0.65,2.0,89.1
-3.0,0.66,2.0,88.98
-3.0,0.67,2.0,88.85
-3.0,0.68,2.0,88.71
-3.0,0.69,2.0,88.56
-3.0,0.7,2.0,88.41
-3.0,0.71,2.0,88.24
-3.0,0.72,2.0,88.07
-3.0,0.73,2.0,87.89
-3.0,0.74,2.0,87.71
-3.0,0.75,2.0,87.51
-3.0,0.76,2.0,87.31
-3.0,0.77,2.0,87.1
-2.99,0.78,2.0,86.88
-2.99,0.79,2.0,86.66
-2.99,0.8,2.0,86.43
-2.99,0.81,2.0,86.19
-2.99,0.82,2.0,85.94
-2.99,0.83,2.0,85.68
-2.99,0.84,2.0,85.42
-2.99,0.85,2.0,85.15
-2.99,0.86,2.0,84.87
-2.99,0.87,2.0,84.58
-2.99,0.88,2.0,84.29
-2.99,0.89,2.0,83.99
-2.99,0.9,2.0,83.68
-2.98,0.91,2.0,83.36
-2.98,0.92,2.0,83.04
-2.98,0.93,2.0,82.71
-2.98,0.94,2.0,82.37
-2.98,0.95,2.0,82.03
-2.98,0.96,2.0,81.67
-2.98,0.97,2.0,81.31
-2.97,0.98,2.0,80.95
-2.97,0.99,2.0,80.57
-2.97,1.0,2.0,80.19
-2.97,1.01,2.0,79.8
-2.97,1.02,2.0,79.41
-2.97,1.03,2.0,79.0
-2.96,1.04,2.0,78.59
-2.96,1.05,2.0,78.18
-2.96,1.06,2.0,77.75
-2.96,1.07,2.0,77.32
-2.96,1.08,2.0,76.88
-2.95,1.09,2.0,76.44
-2.95,1.1,2.0,75.99
-2.95,1.11,2.0,75.53
-2.95,1.12,2.0,75.07
-2.94,1.13,2.0,74.6
-2.94,1.14,2.0,74.12
-2.94,1.14,2.0,73.63
-2.93,1.15,2.0,73.14
-2.93,1.16,2.0,72.64
-2.93,1.17,2.0,72.14
-2.93,1.18,2.0,71.63
-2.92,1.19,2.0,71.11
-2.92,1.2,2.0,70.59
-2.92,1.21,2.0,70.06
-2.91,1.22,2.0,69.53
-2.91,1.23,2.0,68.98
-2.91,1.24,2.0,68.44
-2.9,1.25,2.0,67.88
-2.9,1.26,2.0,67.32
-2.89,1.27,2.0,66.76
-2.89,1.28,2.0,66.18
-2.89,1.29,2.0,65.61
-2.88,1.29,2.0,65.02
-2.88,1.3,2.0,64.43
-2.87,1.31,2.0,63.84
-2.87,1.32,2.0,63.24
-2.86,1.33,2.0,62.63
-2.86,1.34,2.0,62.02
-2.85,1.35,2.0,61.4
-2.85,1.36,2.0,60.78
-2.84,1.37,2.0,60.15
-2.84,1.37,2.0,59.52
-2.83,1.38,2.0,58.88
-2.83,1.39,2.0,58.24
-2.82,1.4,2.0,57.59
-2.82,1.41,2.0,56.93
-2.81,1.42,2.0,56.27
-2.81,1.42,2.0,55.61
-2.8,1.43,2.0,54.94
-2.8,1.44,2.0,54.26
-2.79,1.45,2.0,53.58
-2.78,1.46,2.0,52.9
-2.78,1.47,2.0,52.21
-2.77,1.47,2.0,51.52
-2.77,1.48,2.0,50.82
-2.76,1.49,2.0,50.12
-2.75,1.5,2.0,49.41
-2.75,1.5,2.0,48.7
-2.74,1.51,2.0,47.99
-2.73,1.52,2.0,47.27
-2.73,1.53,2.0,46.54
-2.72,1.53,2.0,45.81
-2.71,1.54,2.0,45.08
-2.71,1.55,2.0,44.35
-2.7,1.55,2.0,43.61
-2.69,1.56,2.0,42.86
-2.68,1.57,2.0,42.11
-2.68,1.57,2.0,41.36
-2.67,1.58,2.0,40.61
-2.66,1.59,2.0,39.85
-2.65,1.59,2.0,39.09
-2.65,1.6,2.0,38.32
-2.64,1.61,2.0,37.55
-2.63,1.61,2.0,36.78
-2.62,1.62,2.0,36.0
-2.61,1.62,2.0,35.22
